group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
async/mpsc_integer,async_std::channel::bounded,10,,,24928824.0,ns,120
async/mpsc_integer,async_std::channel::bounded,10,,,30741363.0,ns,124
async/mpsc_integer,async_std::channel::bounded,10,,,29318851.0,ns,128
async/mpsc_integer,async_std::channel::bounded,10,,,26351065.0,ns,132
async/mpsc_integer,async_std::channel::bounded,10,,,33039332.0,ns,136
async/mpsc_integer,async_std::channel::bounded,10,,,22707059.0,ns,140
async/mpsc_integer,async_std::channel::bounded,10,,,38364358.0,ns,144
async/mpsc_integer,async_std::channel::bounded,10,,,38025176.0,ns,148
async/mpsc_integer,async_std::channel::bounded,10,,,35114649.0,ns,152
async/mpsc_integer,async_std::channel::bounded,10,,,30511879.0,ns,156
async/mpsc_integer,async_std::channel::bounded,10,,,40012768.0,ns,160
async/mpsc_integer,async_std::channel::bounded,10,,,34952733.0,ns,164
async/mpsc_integer,async_std::channel::bounded,10,,,33340161.0,ns,168
async/mpsc_integer,async_std::channel::bounded,10,,,37820570.0,ns,172
async/mpsc_integer,async_std::channel::bounded,10,,,42671539.0,ns,176
async/mpsc_integer,async_std::channel::bounded,10,,,49893195.0,ns,180
async/mpsc_integer,async_std::channel::bounded,10,,,44662576.0,ns,184
async/mpsc_integer,async_std::channel::bounded,10,,,46252405.0,ns,188
async/mpsc_integer,async_std::channel::bounded,10,,,53846847.0,ns,192
async/mpsc_integer,async_std::channel::bounded,10,,,43170132.0,ns,196
async/mpsc_integer,async_std::channel::bounded,10,,,54584772.0,ns,200
async/mpsc_integer,async_std::channel::bounded,10,,,40759240.0,ns,204
async/mpsc_integer,async_std::channel::bounded,10,,,43751553.0,ns,208
async/mpsc_integer,async_std::channel::bounded,10,,,66060418.0,ns,212
async/mpsc_integer,async_std::channel::bounded,10,,,44612862.0,ns,216
async/mpsc_integer,async_std::channel::bounded,10,,,61463520.0,ns,220
async/mpsc_integer,async_std::channel::bounded,10,,,40514166.0,ns,224
async/mpsc_integer,async_std::channel::bounded,10,,,63191780.0,ns,228
async/mpsc_integer,async_std::channel::bounded,10,,,48739542.0,ns,232
async/mpsc_integer,async_std::channel::bounded,10,,,62806100.0,ns,236
async/mpsc_integer,async_std::channel::bounded,10,,,44199099.0,ns,240
async/mpsc_integer,async_std::channel::bounded,10,,,44860952.0,ns,244
async/mpsc_integer,async_std::channel::bounded,10,,,46311647.0,ns,248
async/mpsc_integer,async_std::channel::bounded,10,,,59739226.0,ns,252
async/mpsc_integer,async_std::channel::bounded,10,,,69780368.0,ns,256
async/mpsc_integer,async_std::channel::bounded,10,,,51173427.0,ns,260
async/mpsc_integer,async_std::channel::bounded,10,,,61121853.0,ns,264
async/mpsc_integer,async_std::channel::bounded,10,,,66187910.0,ns,268
async/mpsc_integer,async_std::channel::bounded,10,,,66647700.0,ns,272
async/mpsc_integer,async_std::channel::bounded,10,,,51878922.0,ns,276
async/mpsc_integer,async_std::channel::bounded,10,,,53541599.0,ns,280
async/mpsc_integer,async_std::channel::bounded,10,,,55515554.0,ns,284
async/mpsc_integer,async_std::channel::bounded,10,,,80326985.0,ns,288
async/mpsc_integer,async_std::channel::bounded,10,,,51425535.0,ns,292
async/mpsc_integer,async_std::channel::bounded,10,,,60127261.0,ns,296
async/mpsc_integer,async_std::channel::bounded,10,,,72408171.0,ns,300
async/mpsc_integer,async_std::channel::bounded,10,,,74656024.0,ns,304
async/mpsc_integer,async_std::channel::bounded,10,,,64786437.0,ns,308
async/mpsc_integer,async_std::channel::bounded,10,,,79938871.0,ns,312
async/mpsc_integer,async_std::channel::bounded,10,,,80932111.0,ns,316
async/mpsc_integer,async_std::channel::bounded,10,,,74158403.0,ns,320
async/mpsc_integer,async_std::channel::bounded,10,,,71366710.0,ns,324
async/mpsc_integer,async_std::channel::bounded,10,,,67311837.0,ns,328
async/mpsc_integer,async_std::channel::bounded,10,,,75600512.0,ns,332
async/mpsc_integer,async_std::channel::bounded,10,,,64300869.0,ns,336
async/mpsc_integer,async_std::channel::bounded,10,,,81097444.0,ns,340
async/mpsc_integer,async_std::channel::bounded,10,,,75008272.0,ns,344
async/mpsc_integer,async_std::channel::bounded,10,,,79836899.0,ns,348
async/mpsc_integer,async_std::channel::bounded,10,,,95378128.0,ns,352
async/mpsc_integer,async_std::channel::bounded,10,,,96875962.0,ns,356
async/mpsc_integer,async_std::channel::bounded,10,,,75937260.0,ns,360
async/mpsc_integer,async_std::channel::bounded,10,,,72094297.0,ns,364
async/mpsc_integer,async_std::channel::bounded,10,,,71258416.0,ns,368
async/mpsc_integer,async_std::channel::bounded,10,,,86222482.0,ns,372
async/mpsc_integer,async_std::channel::bounded,10,,,101162694.0,ns,376
async/mpsc_integer,async_std::channel::bounded,10,,,85317219.0,ns,380
async/mpsc_integer,async_std::channel::bounded,10,,,86438601.0,ns,384
async/mpsc_integer,async_std::channel::bounded,10,,,91178811.0,ns,388
async/mpsc_integer,async_std::channel::bounded,10,,,72009306.0,ns,392
async/mpsc_integer,async_std::channel::bounded,10,,,101181961.0,ns,396
async/mpsc_integer,async_std::channel::bounded,10,,,96567689.0,ns,400
