group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
async/mpsc_integer,ThingBuf,10,,,76069925.0,ns,400
async/mpsc_integer,ThingBuf,10,,,85405380.0,ns,405
async/mpsc_integer,ThingBuf,10,,,85969528.0,ns,410
async/mpsc_integer,ThingBuf,10,,,80361997.0,ns,415
async/mpsc_integer,ThingBuf,10,,,82044780.0,ns,420
async/mpsc_integer,ThingBuf,10,,,101745720.0,ns,425
async/mpsc_integer,ThingBuf,10,,,99568501.0,ns,430
async/mpsc_integer,ThingBuf,10,,,83628668.0,ns,435
async/mpsc_integer,ThingBuf,10,,,107110662.0,ns,440
async/mpsc_integer,ThingBuf,10,,,100870474.0,ns,445
async/mpsc_integer,ThingBuf,10,,,103465625.0,ns,450
async/mpsc_integer,ThingBuf,10,,,107659341.0,ns,455
async/mpsc_integer,ThingBuf,10,,,94315190.0,ns,460
async/mpsc_integer,ThingBuf,10,,,107151800.0,ns,465
async/mpsc_integer,ThingBuf,10,,,95773630.0,ns,470
async/mpsc_integer,ThingBuf,10,,,105360922.0,ns,475
async/mpsc_integer,ThingBuf,10,,,113233869.0,ns,480
async/mpsc_integer,ThingBuf,10,,,110846131.0,ns,485
async/mpsc_integer,ThingBuf,10,,,109237958.0,ns,490
async/mpsc_integer,ThingBuf,10,,,114663374.0,ns,495
async/mpsc_integer,ThingBuf,10,,,119226739.0,ns,500
