group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
async/mpsc_integer,ThingBuf,100,,,71011505.0,ns,110
async/mpsc_integer,ThingBuf,100,,,70828088.0,ns,112
async/mpsc_integer,ThingBuf,100,,,72744254.0,ns,114
async/mpsc_integer,ThingBuf,100,,,77409422.0,ns,116
async/mpsc_integer,ThingBuf,100,,,69645441.0,ns,118
async/mpsc_integer,ThingBuf,100,,,76462602.0,ns,120
async/mpsc_integer,ThingBuf,100,,,68946658.0,ns,122
async/mpsc_integer,ThingBuf,100,,,73394154.0,ns,124
async/mpsc_integer,ThingBuf,100,,,73355732.0,ns,126
async/mpsc_integer,ThingBuf,100,,,84686835.0,ns,128
async/mpsc_integer,ThingBuf,100,,,92559574.0,ns,130
async/mpsc_integer,ThingBuf,100,,,84647572.0,ns,132
async/mpsc_integer,ThingBuf,100,,,87500279.0,ns,134
async/mpsc_integer,ThingBuf,100,,,89474826.0,ns,136
async/mpsc_integer,ThingBuf,100,,,82159071.0,ns,138
async/mpsc_integer,ThingBuf,100,,,86440754.0,ns,140
async/mpsc_integer,ThingBuf,100,,,94285560.0,ns,142
async/mpsc_integer,ThingBuf,100,,,82143232.0,ns,144
async/mpsc_integer,ThingBuf,100,,,87486554.0,ns,146
async/mpsc_integer,ThingBuf,100,,,86824521.0,ns,148
async/mpsc_integer,ThingBuf,100,,,88779600.0,ns,150
async/mpsc_integer,ThingBuf,100,,,93704972.0,ns,152
async/mpsc_integer,ThingBuf,100,,,96867366.0,ns,154
async/mpsc_integer,ThingBuf,100,,,96455316.0,ns,156
async/mpsc_integer,ThingBuf,100,,,93301749.0,ns,158
async/mpsc_integer,ThingBuf,100,,,92975933.0,ns,160
async/mpsc_integer,ThingBuf,100,,,95396633.0,ns,162
async/mpsc_integer,ThingBuf,100,,,98247960.0,ns,164
async/mpsc_integer,ThingBuf,100,,,103524906.0,ns,166
async/mpsc_integer,ThingBuf,100,,,103717600.0,ns,168
async/mpsc_integer,ThingBuf,100,,,107565492.0,ns,170
async/mpsc_integer,ThingBuf,100,,,113773461.0,ns,172
async/mpsc_integer,ThingBuf,100,,,98784194.0,ns,174
async/mpsc_integer,ThingBuf,100,,,99509647.0,ns,176
async/mpsc_integer,ThingBuf,100,,,106739730.0,ns,178
async/mpsc_integer,ThingBuf,100,,,99148332.0,ns,180
async/mpsc_integer,ThingBuf,100,,,114671971.0,ns,182
async/mpsc_integer,ThingBuf,100,,,116290434.0,ns,184
async/mpsc_integer,ThingBuf,100,,,110405557.0,ns,186
async/mpsc_integer,ThingBuf,100,,,108510120.0,ns,188
async/mpsc_integer,ThingBuf,100,,,107909493.0,ns,190
async/mpsc_integer,ThingBuf,100,,,110036278.0,ns,192
async/mpsc_integer,ThingBuf,100,,,109925158.0,ns,194
async/mpsc_integer,ThingBuf,100,,,112449274.0,ns,196
async/mpsc_integer,ThingBuf,100,,,124998564.0,ns,198
async/mpsc_integer,ThingBuf,100,,,118900393.0,ns,200
